instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_weekend,casual_sum,registered_sum,cnt_sum
8253,,4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,17,140,157,Non-Weekend,620017,2672662,3292679
8254,,4,0,12,13,0,4,1,2,0.5,0.4848,0.55,0.3582,14,150,164,Non-Weekend,620017,2672662,3292679
8255,,4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,8,124,132,Non-Weekend,620017,2672662,3292679
8256,,4,0,12,15,0,4,1,3,0.52,0.5,0.55,0.2239,6,76,82,Non-Weekend,620017,2672662,3292679
8257,,4,0,12,16,0,4,1,3,0.46,0.4545,0.72,0.1642,7,124,131,Non-Weekend,620017,2672662,3292679
8258,,4,0,12,17,0,4,1,2,0.52,0.5,0.59,0.2836,14,310,324,Non-Weekend,620017,2672662,3292679
8259,,4,0,12,18,0,4,1,2,0.52,0.5,0.59,0.2985,14,363,377,Non-Weekend,620017,2672662,3292679
8260,,4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,13,274,287,Non-Weekend,620017,2672662,3292679
8261,,4,0,12,20,0,4,1,1,0.52,0.5,0.59,0.3284,12,209,221,Non-Weekend,620017,2672662,3292679
8262,,4,0,12,21,0,4,1,1,0.5,0.4848,0.63,0.2985,10,145,155,Non-Weekend,620017,2672662,3292679
8263,,4,0,12,22,0,4,1,1,0.52,0.5,0.63,0.3284,8,116,124,Non-Weekend,620017,2672662,3292679
8264,,4,0,12,23,0,4,1,1,0.52,0.5,0.63,0.3284,10,104,114,Non-Weekend,620017,2672662,3292679
8265,,4,0,12,0,0,5,1,1,0.5,0.4848,0.72,0.3284,12,60,72,Weekend,620017,2672662,3292679
8266,,4,0,12,1,0,5,1,1,0.5,0.4848,0.72,0.2239,3,28,31,Weekend,620017,2672662,3292679
8267,,4,0,12,2,0,5,1,1,0.48,0.4697,0.77,0.1045,0,23,23,Weekend,620017,2672662,3292679
8268,,4,0,12,3,0,5,1,1,0.46,0.4545,0.82,0.1343,2,3,5,Weekend,620017,2672662,3292679
8269,,4,0,12,4,0,5,1,2,0.5,0.4848,0.59,0.194,1,4,5,Weekend,620017,2672662,3292679
8270,,4,0,12,5,0,5,1,1,0.48,0.4697,0.44,0.3881,0,26,26,Weekend,620017,2672662,3292679
8271,,4,0,12,6,0,5,1,2,0.44,0.4394,0.33,0.2985,2,80,82,Weekend,620017,2672662,3292679
8272,,4,0,12,7,0,5,1,2,0.38,0.3939,0.46,0.2985,5,226,231,Weekend,620017,2672662,3292679
8273,,4,0,12,8,0,5,1,1,0.36,0.3333,0.46,0.4179,10,449,459,Weekend,620017,2672662,3292679
8274,,4,0,12,9,0,5,1,1,0.36,0.3333,0.46,0.3881,8,235,243,Weekend,620017,2672662,3292679
8275,,4,0,12,10,0,5,1,1,0.34,0.303,0.46,0.2985,10,122,132,Weekend,620017,2672662,3292679
8276,,4,0,12,11,0,5,1,2,0.34,0.303,0.42,0.2985,9,135,144,Weekend,620017,2672662,3292679
8277,,4,0,12,12,0,5,1,2,0.34,0.303,0.42,0.3582,10,163,173,Weekend,620017,2672662,3292679
8278,,4,0,12,13,0,5,1,2,0.34,0.303,0.39,0.3582,12,125,137,Weekend,620017,2672662,3292679
8279,,4,0,12,14,0,5,1,2,0.34,0.3182,0.42,0.2239,13,115,128,Weekend,620017,2672662,3292679
8280,,4,0,12,15,0,5,1,2,0.32,0.303,0.45,0.2985,12,141,153,Weekend,620017,2672662,3292679
8281,,4,0,12,16,0,5,1,2,0.32,0.303,0.45,0.2239,12,212,224,Weekend,620017,2672662,3292679
8282,,4,0,12,17,0,5,1,2,0.32,0.303,0.45,0.2836,13,352,365,Weekend,620017,2672662,3292679
8283,,4,0,12,18,0,5,1,2,0.32,0.303,0.45,0.2537,10,285,295,Weekend,620017,2672662,3292679
8284,,4,0,12,19,0,5,1,2,0.32,0.303,0.45,0.2239,11,203,214,Weekend,620017,2672662,3292679
8285,,4,0,12,20,0,5,1,2,0.32,0.3182,0.45,0.194,6,146,152,Weekend,620017,2672662,3292679
8286,,4,0,12,21,0,5,1,2,0.32,0.3182,0.45,0.1642,7,95,102,Weekend,620017,2672662,3292679
8287,,4,0,12,22,0,5,1,2,0.3,0.303,0.49,0.1642,6,100,106,Weekend,620017,2672662,3292679
8288,,4,0,12,23,0,5,1,2,0.3,0.303,0.49,0.1343,4,71,75,Weekend,620017,2672662,3292679
8289,,4,0,12,0,0,6,0,1,0.3,0.2879,0.49,0.2836,3,59,62,Weekend,620017,2672662,3292679
8290,,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537,4,39,43,Weekend,620017,2672662,3292679
8291,,4,0,12,2,0,6,0,2,0.28,0.2727,0.56,0.2239,11,47,58,Weekend,620017,2672662,3292679
8292,,4,0,12,3,0,6,0,1,0.26,0.2576,0.6,0.194,4,22,26,Weekend,620017,2672662,3292679
8293,,4,0,12,4,0,6,0,1,0.24,0.2424,0.65,0.1642,0,9,9,Weekend,620017,2672662,3292679
8294,,4,0,12,5,0,6,0,2,0.26,0.2576,0.6,0.194,2,7,9,Weekend,620017,2672662,3292679
8295,,4,0,12,6,0,6,0,2,0.26,0.2424,0.56,0.2836,0,17,17,Weekend,620017,2672662,3292679
8296,,4,0,12,7,0,6,0,2,0.26,0.2576,0.56,0.2239,0,20,20,Weekend,620017,2672662,3292679
8297,,4,0,12,8,0,6,0,2,0.26,0.2576,0.56,0.2239,4,55,59,Weekend,620017,2672662,3292679
8298,,4,0,12,9,0,6,0,2,0.26,0.2424,0.56,0.2537,5,95,100,Weekend,620017,2672662,3292679
8299,,4,0,12,10,0,6,0,2,0.26,0.2424,0.52,0.2836,10,171,181,Weekend,620017,2672662,3292679
8300,,4,0,12,11,0,6,0,2,0.28,0.2576,0.45,0.3284,21,188,209,Weekend,620017,2672662,3292679
8301,,4,0,12,12,0,6,0,2,0.28,0.2576,0.45,0.2836,28,216,244,Weekend,620017,2672662,3292679
8302,,4,0,12,13,0,6,0,2,0.28,0.2727,0.48,0.2537,32,204,236,Weekend,620017,2672662,3292679
8303,,4,0,12,14,0,6,0,1,0.28,0.2576,0.45,0.3582,30,207,237,Weekend,620017,2672662,3292679
8304,,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,33,195,228,Weekend,620017,2672662,3292679
8305,,4,0,12,16,0,6,0,1,0.28,0.2727,0.45,0.2239,30,192,222,Weekend,620017,2672662,3292679
8306,,4,0,12,17,0,6,0,1,0.26,0.2576,0.48,0.2239,12,153,165,Weekend,620017,2672662,3292679
8307,,4,0,12,18,0,6,0,1,0.26,0.2273,0.48,0.3881,7,150,157,Weekend,620017,2672662,3292679
8308,,4,0,12,19,0,6,0,3,0.24,0.2121,0.65,0.3284,11,95,106,Weekend,620017,2672662,3292679
8309,,4,0,12,20,0,6,0,1,0.22,0.2121,0.69,0.2537,7,99,106,Weekend,620017,2672662,3292679
8310,,4,0,12,21,0,6,0,1,0.2,0.2121,0.75,0.1642,8,88,96,Weekend,620017,2672662,3292679
8311,,4,0,12,22,0,6,0,1,0.2,0.2121,0.75,0.1642,7,73,80,Weekend,620017,2672662,3292679
8312,,4,0,12,23,0,6,0,1,0.2,0.2273,0.75,0.0,6,63,69,Weekend,620017,2672662,3292679
8313,,4,0,12,0,0,0,0,1,0.2,0.2121,0.75,0.1343,7,64,71,Non-Weekend,620017,2672662,3292679
8314,,4,0,12,1,0,0,0,1,0.2,0.2273,0.69,0.1045,3,43,46,Non-Weekend,620017,2672662,3292679
8315,,4,0,12,2,0,0,0,1,0.22,0.2424,0.55,0.1045,2,39,41,Non-Weekend,620017,2672662,3292679
8316,,4,0,12,3,0,0,0,1,0.22,0.2121,0.55,0.2239,2,16,18,Non-Weekend,620017,2672662,3292679
8317,,4,0,12,4,0,0,0,1,0.22,0.2121,0.55,0.2239,0,1,1,Non-Weekend,620017,2672662,3292679
8318,,4,0,12,5,0,0,0,1,0.2,0.2273,0.59,0.1045,1,4,5,Non-Weekend,620017,2672662,3292679
8319,,4,0,12,6,0,0,0,1,0.2,0.2121,0.59,0.1343,0,3,3,Non-Weekend,620017,2672662,3292679
8320,,4,0,12,7,0,0,0,1,0.2,0.2121,0.59,0.1642,1,11,12,Non-Weekend,620017,2672662,3292679
8321,,4,0,12,8,0,0,0,1,0.2,0.2576,0.69,0.0,1,31,32,Non-Weekend,620017,2672662,3292679
8322,,4,0,12,9,0,0,0,1,0.22,0.2273,0.64,0.1642,6,75,81,Non-Weekend,620017,2672662,3292679
8323,,4,0,12,10,0,0,0,1,0.24,0.2273,0.6,0.2537,7,122,129,Non-Weekend,620017,2672662,3292679
8324,,4,0,12,11,0,0,0,2,0.24,0.2273,0.6,0.2239,20,168,188,Non-Weekend,620017,2672662,3292679
8325,,4,0,12,12,0,0,0,1,0.26,0.2576,0.6,0.2239,26,202,228,Non-Weekend,620017,2672662,3292679
8326,,4,0,12,13,0,0,0,1,0.3,0.2727,0.49,0.2985,18,210,228,Non-Weekend,620017,2672662,3292679
8327,,4,0,12,14,0,0,0,1,0.3,0.2879,0.49,0.2836,19,200,219,Non-Weekend,620017,2672662,3292679
8328,,4,0,12,15,0,0,0,1,0.32,0.303,0.45,0.2836,23,184,207,Non-Weekend,620017,2672662,3292679
8329,,4,0,12,16,0,0,0,1,0.28,0.2727,0.48,0.2537,27,207,234,Non-Weekend,620017,2672662,3292679
8330,,4,0,12,17,0,0,0,1,0.28,0.2727,0.46,0.1642,10,126,136,Non-Weekend,620017,2672662,3292679
8331,,4,0,12,18,0,0,0,1,0.28,0.2727,0.45,0.194,15,123,138,Non-Weekend,620017,2672662,3292679
8332,,4,0,12,19,0,0,0,1,0.26,0.2727,0.52,0.1343,5,130,135,Non-Weekend,620017,2672662,3292679
8333,,4,0,12,20,0,0,0,1,0.24,0.2576,0.6,0.1045,10,94,104,Non-Weekend,620017,2672662,3292679
8334,,4,0,12,21,0,0,0,1,0.22,0.2727,0.64,0.0,9,80,89,Non-Weekend,620017,2672662,3292679
8335,,4,0,12,22,0,0,0,1,0.22,0.2273,0.75,0.194,2,47,49,Non-Weekend,620017,2672662,3292679
8336,,4,0,12,23,0,0,0,1,0.2,0.2273,0.75,0.1045,6,31,37,Non-Weekend,620017,2672662,3292679
8337,,4,0,12,0,0,1,1,1,0.2,0.2273,0.75,0.0896,3,14,17,Non-Weekend,620017,2672662,3292679
8338,,4,0,12,1,0,1,1,1,0.18,0.2121,0.8,0.0896,3,8,11,Non-Weekend,620017,2672662,3292679
8339,,4,0,12,2,0,1,1,1,0.18,0.2121,0.8,0.0896,0,3,3,Non-Weekend,620017,2672662,3292679
8340,,4,0,12,3,0,1,1,1,0.16,0.197,0.86,0.0896,0,3,3,Non-Weekend,620017,2672662,3292679
8341,,4,0,12,4,0,1,1,1,0.16,0.1818,0.86,0.1343,0,4,4,Non-Weekend,620017,2672662,3292679
8342,,4,0,12,5,0,1,1,1,0.14,0.1667,0.93,0.1045,0,21,21,Non-Weekend,620017,2672662,3292679
8343,,4,0,12,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,68,68,Non-Weekend,620017,2672662,3292679
8344,,4,0,12,7,0,1,1,1,0.18,0.2121,0.74,0.1045,4,187,191,Non-Weekend,620017,2672662,3292679
8345,,4,0,12,8,0,1,1,1,0.2,0.197,0.75,0.194,8,389,397,Non-Weekend,620017,2672662,3292679
8346,,4,0,12,9,0,1,1,1,0.22,0.2121,0.69,0.2239,17,166,183,Non-Weekend,620017,2672662,3292679
8347,,4,0,12,10,0,1,1,1,0.24,0.2273,0.67,0.194,12,96,108,Non-Weekend,620017,2672662,3292679
8348,,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105,127,Non-Weekend,620017,2672662,3292679
8349,,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284,13,128,141,Non-Weekend,620017,2672662,3292679
8350,,4,0,12,13,0,1,1,1,0.34,0.303,0.49,0.3284,15,127,142,Non-Weekend,620017,2672662,3292679
8351,,4,0,12,14,0,1,1,1,0.36,0.3485,0.46,0.2239,30,107,137,Non-Weekend,620017,2672662,3292679
8352,,4,0,12,15,0,1,1,1,0.38,0.3939,0.46,0.1642,24,135,159,Non-Weekend,620017,2672662,3292679
8353,,4,0,12,16,0,1,1,1,0.4,0.4091,0.4,0.2537,19,189,208,Non-Weekend,620017,2672662,3292679
8354,,4,0,12,17,0,1,1,1,0.38,0.3939,0.46,0.194,16,362,378,Non-Weekend,620017,2672662,3292679
8355,,4,0,12,18,0,1,1,1,0.36,0.3485,0.5,0.194,11,343,354,Non-Weekend,620017,2672662,3292679
8356,,4,0,12,19,0,1,1,2,0.36,0.3485,0.53,0.1642,17,234,251,Non-Weekend,620017,2672662,3292679
8357,,4,0,12,20,0,1,1,1,0.4,0.4091,0.4,0.1642,9,197,206,Non-Weekend,620017,2672662,3292679
8358,,4,0,12,21,0,1,1,2,0.36,0.3485,0.53,0.1343,15,112,127,Non-Weekend,620017,2672662,3292679
8359,,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107,Non-Weekend,620017,2672662,3292679
8360,,4,0,12,23,0,1,1,1,0.36,0.3485,0.53,0.1642,10,50,60,Non-Weekend,620017,2672662,3292679
8361,,4,0,12,0,0,2,1,1,0.36,0.3636,0.57,0.1045,0,21,21,Non-Weekend,620017,2672662,3292679
8362,,4,0,12,1,0,2,1,1,0.36,0.3788,0.53,0.0,0,6,6,Non-Weekend,620017,2672662,3292679
8363,,4,0,12,2,0,2,1,2,0.34,0.3636,0.61,0.0,1,10,11,Non-Weekend,620017,2672662,3292679
8364,,4,0,12,3,0,2,1,2,0.34,0.3636,0.61,0.0,1,1,2,Non-Weekend,620017,2672662,3292679
8365,,4,0,12,4,0,2,1,2,0.36,0.3636,0.53,0.1045,0,4,4,Non-Weekend,620017,2672662,3292679
8366,,4,0,12,5,0,2,1,2,0.36,0.3788,0.57,0.0,0,15,15,Non-Weekend,620017,2672662,3292679
8367,,4,0,12,6,0,2,1,2,0.36,0.3788,0.57,0.0,1,71,72,Non-Weekend,620017,2672662,3292679
8368,,4,0,12,7,0,2,1,2,0.36,0.3788,0.62,0.0,7,261,268,Non-Weekend,620017,2672662,3292679
8369,,4,0,12,8,0,2,1,2,0.42,0.4242,0.54,0.0896,10,422,432,Non-Weekend,620017,2672662,3292679
8370,,4,0,12,9,0,2,1,2,0.36,0.3788,0.66,0.0,14,245,259,Non-Weekend,620017,2672662,3292679
8371,,4,0,12,10,0,2,1,2,0.42,0.4242,0.58,0.194,20,109,129,Non-Weekend,620017,2672662,3292679
8372,,4,0,12,11,0,2,1,2,0.4,0.4091,0.62,0.1642,13,116,129,Non-Weekend,620017,2672662,3292679
8373,,4,0,12,12,0,2,1,2,0.44,0.4394,0.54,0.1343,16,159,175,Non-Weekend,620017,2672662,3292679
8374,,4,0,12,13,0,2,1,2,0.44,0.4394,0.54,0.1343,18,163,181,Non-Weekend,620017,2672662,3292679
8375,,4,0,12,14,0,2,1,2,0.44,0.4394,0.58,0.1045,11,127,138,Non-Weekend,620017,2672662,3292679
8376,,4,0,12,15,0,2,1,2,0.44,0.4394,0.54,0.0,15,139,154,Non-Weekend,620017,2672662,3292679
8377,,4,0,12,16,0,2,1,1,0.44,0.4394,0.54,0.0,20,218,238,Non-Weekend,620017,2672662,3292679
8378,,4,0,12,17,0,2,1,1,0.4,0.4091,0.62,0.1642,14,417,431,Non-Weekend,620017,2672662,3292679
8379,,4,0,12,18,0,2,1,1,0.38,0.3939,0.66,0.194,26,385,411,Non-Weekend,620017,2672662,3292679
8380,,4,0,12,19,0,2,1,1,0.38,0.3939,0.66,0.0,6,218,224,Non-Weekend,620017,2672662,3292679
8381,,4,0,12,20,0,2,1,1,0.36,0.3788,0.66,0.0,3,144,147,Non-Weekend,620017,2672662,3292679
8382,,4,0,12,21,0,2,1,1,0.36,0.3636,0.66,0.0896,4,139,143,Non-Weekend,620017,2672662,3292679
8383,,4,0,12,22,0,2,1,2,0.36,0.3788,0.66,0.0,3,104,107,Non-Weekend,620017,2672662,3292679
8384,,4,0,12,23,0,2,1,2,0.38,0.3939,0.62,0.0,13,40,53,Non-Weekend,620017,2672662,3292679
8385,,1,0,12,0,0,3,1,2,0.34,0.3333,0.71,0.1343,7,18,25,Non-Weekend,620017,2672662,3292679
8386,,1,0,12,1,0,3,1,2,0.36,0.3636,0.66,0.1045,1,10,11,Non-Weekend,620017,2672662,3292679
8387,,1,0,12,2,0,3,1,2,0.36,0.3788,0.71,0.0,0,4,4,Non-Weekend,620017,2672662,3292679
8388,,1,0,12,3,0,3,1,2,0.36,0.3788,0.71,0.0,0,2,2,Non-Weekend,620017,2672662,3292679
8389,,1,0,12,4,0,3,1,2,0.36,0.3788,0.71,0.0,0,2,2,Non-Weekend,620017,2672662,3292679
8390,,1,0,12,5,0,3,1,2,0.38,0.3939,0.82,0.1045,0,28,28,Non-Weekend,620017,2672662,3292679
8391,,1,0,12,6,0,3,1,2,0.36,0.3788,0.87,0.0,1,75,76,Non-Weekend,620017,2672662,3292679
8392,,1,0,12,7,0,3,1,2,0.36,0.3636,0.87,0.1045,5,224,229,Non-Weekend,620017,2672662,3292679
8393,,1,0,12,8,0,3,1,3,0.36,0.3788,0.93,0.0,12,393,405,Non-Weekend,620017,2672662,3292679
8394,,1,0,12,9,0,3,1,2,0.4,0.4091,0.87,0.2239,14,220,234,Non-Weekend,620017,2672662,3292679
8395,,1,0,12,10,0,3,1,2,0.48,0.4697,0.82,0.4179,6,83,89,Non-Weekend,620017,2672662,3292679
8396,,1,0,12,11,0,3,1,2,0.48,0.4697,0.82,0.4179,3,53,56,Non-Weekend,620017,2672662,3292679
8397,,1,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,3,58,61,Non-Weekend,620017,2672662,3292679
8398,,1,0,12,13,0,3,1,3,0.44,0.4394,0.94,0.2985,3,55,58,Non-Weekend,620017,2672662,3292679
8399,,1,0,12,14,0,3,1,2,0.48,0.4697,0.88,0.3582,11,40,51,Non-Weekend,620017,2672662,3292679
8400,,1,0,12,15,0,3,1,2,0.48,0.4697,0.88,0.3881,4,57,61,Non-Weekend,620017,2672662,3292679
8401,,1,0,12,16,0,3,1,3,0.44,0.4394,1.0,0.3284,6,95,101,Non-Weekend,620017,2672662,3292679
8402,,1,0,12,17,0,3,1,3,0.44,0.4394,1.0,0.3284,3,226,229,Non-Weekend,620017,2672662,3292679
8403,,1,0,12,18,0,3,1,2,0.44,0.4394,1.0,0.2985,2,278,280,Non-Weekend,620017,2672662,3292679
8404,,1,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,9,200,209,Non-Weekend,620017,2672662,3292679
8405,,1,0,12,20,0,3,1,2,0.5,0.4848,0.94,0.3582,5,162,167,Non-Weekend,620017,2672662,3292679
8406,,1,0,12,21,0,3,1,1,0.5,0.4848,0.88,0.2836,9,114,123,Non-Weekend,620017,2672662,3292679
8407,,1,0,12,22,0,3,1,1,0.5,0.4848,0.88,0.2537,3,102,105,Non-Weekend,620017,2672662,3292679
8408,,1,0,12,23,0,3,1,1,0.5,0.4848,0.88,0.194,0,54,54,Non-Weekend,620017,2672662,3292679
8409,,1,0,12,0,0,4,1,2,0.5,0.4848,0.82,0.1045,3,24,27,Non-Weekend,620017,2672662,3292679
8410,,1,0,12,1,0,4,1,1,0.44,0.4394,0.94,0.0896,0,15,15,Non-Weekend,620017,2672662,3292679
8411,,1,0,12,2,0,4,1,1,0.48,0.4697,0.82,0.1045,1,10,11,Non-Weekend,620017,2672662,3292679
8412,,1,0,12,3,0,4,1,1,0.44,0.4394,0.67,0.1642,0,6,6,Non-Weekend,620017,2672662,3292679
8413,,1,0,12,4,0,4,1,1,0.38,0.3939,0.82,0.1343,0,3,3,Non-Weekend,620017,2672662,3292679
8414,,1,0,12,5,0,4,1,1,0.38,0.3939,0.82,0.0,1,15,16,Non-Weekend,620017,2672662,3292679
8415,,1,0,12,6,0,4,1,1,0.36,0.3788,0.87,0.0,1,63,64,Non-Weekend,620017,2672662,3292679
8416,,1,0,12,7,0,4,1,1,0.34,0.3636,0.93,0.0,4,182,186,Non-Weekend,620017,2672662,3292679
8417,,1,0,12,8,0,4,1,2,0.36,0.3788,0.87,0.0,10,333,343,Non-Weekend,620017,2672662,3292679
8418,,1,0,12,9,0,4,1,2,0.38,0.3939,0.87,0.0896,10,218,228,Non-Weekend,620017,2672662,3292679
8419,,1,0,12,10,0,4,1,2,0.4,0.4091,0.82,0.0896,13,128,141,Non-Weekend,620017,2672662,3292679
8420,,1,0,12,11,0,4,1,2,0.44,0.4394,0.77,0.0,10,135,145,Non-Weekend,620017,2672662,3292679
8421,,1,0,12,12,0,4,1,2,0.48,0.4697,0.55,0.0,22,180,202,Non-Weekend,620017,2672662,3292679
8422,,1,0,12,13,0,4,1,2,0.46,0.4545,0.63,0.0,21,167,188,Non-Weekend,620017,2672662,3292679
8423,,1,0,12,14,0,4,1,2,0.46,0.4545,0.63,0.0,23,136,159,Non-Weekend,620017,2672662,3292679
8424,,1,0,12,15,0,4,1,2,0.48,0.4697,0.59,0.0,28,186,214,Non-Weekend,620017,2672662,3292679
8425,,1,0,12,16,0,4,1,2,0.46,0.4545,0.63,0.0,30,226,256,Non-Weekend,620017,2672662,3292679
8426,,1,0,12,17,0,4,1,2,0.44,0.4394,0.67,0.1642,24,332,356,Non-Weekend,620017,2672662,3292679
8427,,1,0,12,18,0,4,1,2,0.44,0.4394,0.62,0.0896,11,277,288,Non-Weekend,620017,2672662,3292679
8428,,1,0,12,19,0,4,1,2,0.44,0.4394,0.62,0.0,12,130,142,Non-Weekend,620017,2672662,3292679
8429,,1,0,12,20,0,4,1,3,0.42,0.4242,0.71,0.0,0,33,33,Non-Weekend,620017,2672662,3292679
8430,,1,0,12,21,0,4,1,3,0.42,0.4242,0.71,0.0,2,15,17,Non-Weekend,620017,2672662,3292679
8431,,1,0,12,22,0,4,1,3,0.36,0.3636,0.93,0.1045,0,17,17,Non-Weekend,620017,2672662,3292679
8432,,1,0,12,23,0,4,1,3,0.4,0.4091,0.87,0.0,1,10,11,Non-Weekend,620017,2672662,3292679
8433,,1,0,12,0,0,5,1,3,0.4,0.4091,0.87,0.194,2,7,9,Weekend,620017,2672662,3292679
8434,,1,0,12,1,0,5,1,3,0.4,0.4091,0.87,0.194,1,11,12,Weekend,620017,2672662,3292679
8435,,1,0,12,2,0,5,1,3,0.38,0.3939,0.94,0.1343,1,12,13,Weekend,620017,2672662,3292679
8436,,1,0,12,3,0,5,1,3,0.38,0.3939,0.94,0.1343,0,4,4,Weekend,620017,2672662,3292679
8437,,1,0,12,4,0,5,1,3,0.38,0.3939,0.94,0.2836,0,2,2,Weekend,620017,2672662,3292679
8438,,1,0,12,5,0,5,1,1,0.36,0.3485,0.93,0.194,0,8,8,Weekend,620017,2672662,3292679
8439,,1,0,12,6,0,5,1,1,0.38,0.3939,0.82,0.2537,0,40,40,Weekend,620017,2672662,3292679
8440,,1,0,12,7,0,5,1,1,0.38,0.3939,0.82,0.2239,4,88,92,Weekend,620017,2672662,3292679
8441,,1,0,12,8,0,5,1,1,0.4,0.4091,0.76,0.2537,9,173,182,Weekend,620017,2672662,3292679
8442,,1,0,12,9,0,5,1,1,0.4,0.4091,0.66,0.2985,4,152,156,Weekend,620017,2672662,3292679
8443,,1,0,12,10,0,5,1,1,0.4,0.4091,0.62,0.3582,8,96,104,Weekend,620017,2672662,3292679
8444,,1,0,12,11,0,5,1,1,0.4,0.4091,0.58,0.4478,26,148,174,Weekend,620017,2672662,3292679
8445,,1,0,12,12,0,5,1,1,0.4,0.4091,0.54,0.5224,14,156,170,Weekend,620017,2672662,3292679
8446,,1,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194,Weekend,620017,2672662,3292679
8447,,1,0,12,14,0,5,1,1,0.4,0.4091,0.54,0.4179,23,177,200,Weekend,620017,2672662,3292679
8448,,1,0,12,15,0,5,1,1,0.38,0.3939,0.54,0.3582,12,191,203,Weekend,620017,2672662,3292679
8449,,1,0,12,16,0,5,1,1,0.38,0.3939,0.5,0.2985,15,166,181,Weekend,620017,2672662,3292679
8450,,1,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140,Weekend,620017,2672662,3292679
8451,,1,0,12,18,0,5,1,1,0.36,0.3333,0.5,0.2537,4,91,95,Weekend,620017,2672662,3292679
8452,,1,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,1,75,76,Weekend,620017,2672662,3292679
8453,,1,0,12,20,0,5,1,1,0.32,0.303,0.61,0.3284,3,47,50,Weekend,620017,2672662,3292679
8454,,1,0,12,21,0,5,1,1,0.32,0.303,0.61,0.2239,0,32,32,Weekend,620017,2672662,3292679
8455,,1,0,12,22,0,5,1,1,0.32,0.3182,0.66,0.194,4,43,47,Weekend,620017,2672662,3292679
8456,,1,0,12,23,0,5,1,1,0.32,0.3333,0.66,0.1343,4,21,25,Weekend,620017,2672662,3292679
8457,,1,0,12,0,0,6,0,2,0.32,0.3182,0.7,0.1642,3,20,23,Weekend,620017,2672662,3292679
8458,,1,0,12,1,0,6,0,2,0.32,0.3485,0.66,0.0,1,15,16,Weekend,620017,2672662,3292679
8459,,1,0,12,2,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26,Weekend,620017,2672662,3292679
8460,,1,0,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,0,5,5,Weekend,620017,2672662,3292679
8461,,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3,Weekend,620017,2672662,3292679
8462,,1,0,12,5,0,6,0,2,0.32,0.3182,0.66,0.1642,1,3,4,Weekend,620017,2672662,3292679
8463,,1,0,12,6,0,6,0,2,0.3,0.303,0.75,0.1642,0,10,10,Weekend,620017,2672662,3292679
8464,,1,0,12,7,0,6,0,1,0.3,0.2727,0.7,0.3582,0,10,10,Weekend,620017,2672662,3292679
8465,,1,0,12,8,0,6,0,1,0.28,0.2727,0.7,0.194,0,27,27,Weekend,620017,2672662,3292679
8466,,1,0,12,9,0,6,0,1,0.3,0.2727,0.45,0.4179,3,53,56,Weekend,620017,2672662,3292679
8467,,1,0,12,10,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56,Weekend,620017,2672662,3292679
8468,,1,0,12,11,0,6,0,1,0.32,0.2879,0.39,0.3582,9,62,71,Weekend,620017,2672662,3292679
8469,,1,0,12,12,0,6,0,1,0.34,0.3182,0.39,0.2836,15,79,94,Weekend,620017,2672662,3292679
8470,,1,0,12,13,0,6,0,1,0.34,0.303,0.39,0.2985,24,97,121,Weekend,620017,2672662,3292679
8471,,1,0,12,14,0,6,0,1,0.34,0.303,0.39,0.2985,15,70,85,Weekend,620017,2672662,3292679
8472,,1,0,12,15,0,6,0,1,0.32,0.303,0.39,0.2239,15,82,97,Weekend,620017,2672662,3292679
8473,,1,0,12,16,0,6,0,1,0.32,0.3182,0.42,0.194,25,74,99,Weekend,620017,2672662,3292679
8474,,1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68,Weekend,620017,2672662,3292679
8475,,1,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35,Weekend,620017,2672662,3292679
8476,,1,0,12,19,0,6,0,1,0.3,0.3182,0.52,0.0896,1,24,25,Weekend,620017,2672662,3292679
8477,,1,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24,Weekend,620017,2672662,3292679
8478,,1,0,12,21,0,6,0,1,0.26,0.2576,0.56,0.1642,4,15,19,Weekend,620017,2672662,3292679
